# Nonaga GA Run
# run_name: ga_gen_200
# timestamp: 2026-05-10T16:48:36
# raw_cli_args: --mode slurm --run-name ga_gen_200 --final-generations 200 --stage-generations 0 --stage-pop-size 14
# full_run_parameters:
#   final_generations: 200
#   log_file: /users/sc23ksk/nonaga-algorithm/GA results/ga_gen_200.csv
#   mode: slurm
#   run_name: ga_gen_200
#   stage_generations: 0
#   stage_k_opponents: 4
#   stage_pop_size: 14

=== Final Combined Round ===
range: 0:50
generations: 200
pop_size: 56
mutation_prob: 0.6
k_opponents: 12
depth: 3
max_moves: 30
genome_length: 8
mutation_rate: 0.8
Generation,Best_Fitness,Average_Fitness,Worst_Fitness,Top_1_Genome,Top_2_Genome,Top_3_Genome,Top_4_Genome,Top_5_Genome
177,0.8541666666666666,0.5000000000000001,0.041666666666666664,"[40, 17, 16, 44, 22, 18, 40, 41]","[20, 43, 19, 18, 30, 50, 9, 23]","[13, 34, 25, 35, 29, 31, 37, 28]","[27, 27, 28, 18, 20, 14, 30, 25]","[47, 11, 25, 30, 40, 35, 35, 20]"
178,0.7916666666666666,0.5,0.25,"[20, 42, 21, 18, 27, 46, 13, 22]","[40, 17, 16, 44, 22, 18, 40, 41]","[19, 14, 12, 31, 33, 37, 28, 45]","[13, 37, 6, 26, 45, 16, 22, 29]","[19, 38, 41, 18, 7, 24, 44, 5]"
179,0.75,0.4999999999999999,0.08333333333333333,"[19, 28, 25, 41, 35, 30, 48, 23]","[27, 9, 35, 30, 4, 15, 10, 44]","[44, 47, 34, 27, 23, 30, 46, 3]","[22, 31, 15, 22, 36, 25, 19, 25]","[44, 18, 24, 11, 14, 44, 25, 17]"
180,0.7916666666666666,0.5000000000000001,0.1875,"[42, 13, 37, 26, 11, 23, 32, 42]","[19, 28, 25, 41, 35, 30, 48, 23]","[29, 40, 19, 16, 27, 36, 39, 28]","[39, 22, 33, 13, 12, 16, 38, 29]","[24, 39, 18, 15, 24, 30, 8, 24]"
181,0.7916666666666666,0.49999999999999994,0.20833333333333334,"[42, 13, 37, 26, 11, 23, 32, 42]","[24, 37, 35, 2, 23, 37, 4, 45]","[29, 40, 19, 16, 27, 36, 39, 28]","[29, 38, 37, 0, 31, 32, 49, 7]","[34, 8, 33, 19, 17, 4, 22, 22]"
182,0.7916666666666666,0.49999999999999983,0.125,"[33, 12, 31, 37, 32, 19, 15, 23]","[28, 35, 31, 4, 11, 7, 11, 44]","[43, 20, 5, 0, 11, 42, 14, 9]","[42, 13, 37, 26, 11, 23, 32, 42]","[33, 15, 19, 45, 21, 44, 42, 31]"
183,0.9166666666666666,0.4999999999999999,0.20833333333333334,"[33, 12, 32, 35, 31, 19, 17, 23]","[20, 40, 16, 7, 22, 5, 19, 19]","[16, 35, 50, 27, 49, 22, 14, 23]","[40, 38, 38, 37, 50, 15, 17, 31]","[10, 35, 19, 17, 26, 18, 29, 14]"
184,0.8125,0.49999999999999994,0.25,"[30, 50, 32, 15, 33, 24, 22, 23]","[1, 4, 34, 15, 4, 17, 0, 30]","[33, 12, 32, 35, 31, 19, 17, 23]","[26, 6, 4, 9, 6, 46, 19, 13]","[16, 13, 44, 17, 11, 50, 18, 32]"
185,0.7916666666666666,0.5,0.16666666666666666,"[34, 13, 30, 27, 31, 29, 36, 23]","[26, 33, 38, 30, 32, 17, 32, 13]","[40, 14, 24, 26, 24, 35, 16, 16]","[33, 10, 12, 12, 14, 42, 17, 16]","[12, 12, 40, 33, 30, 16, 39, 13]"
186,0.8125,0.4999999999999999,0.20833333333333334,"[34, 13, 30, 27, 31, 29, 36, 23]","[31, 24, 29, 23, 21, 16, 29, 24]","[40, 13, 18, 12, 26, 30, 15, 35]","[32, 11, 13, 13, 15, 42, 18, 16]","[39, 14, 25, 26, 24, 34, 17, 16]"
187,0.7916666666666666,0.5,0.16666666666666666,"[12, 43, 21, 0, 9, 2, 5, 16]","[28, 13, 16, 40, 38, 44, 29, 19]","[21, 2, 31, 12, 25, 19, 33, 14]","[34, 13, 30, 27, 31, 29, 36, 23]","[2, 37, 31, 12, 40, 2, 23, 43]"
188,0.875,0.5000000000000001,0.20833333333333334,"[33, 14, 30, 26, 31, 28, 35, 24]","[12, 43, 21, 0, 9, 2, 5, 16]","[25, 13, 27, 26, 32, 45, 28, 12]","[32, 47, 7, 14, 28, 22, 40, 31]","[41, 33, 50, 27, 38, 4, 43, 50]"
189,0.7916666666666666,0.5000000000000002,0.20833333333333334,"[41, 20, 23, 39, 25, 17, 44, 48]","[7, 35, 28, 15, 37, 7, 28, 38]","[6, 23, 22, 5, 33, 19, 31, 20]","[33, 14, 30, 26, 31, 28, 35, 24]","[17, 48, 35, 18, 47, 26, 14, 22]"
190,0.8333333333333334,0.5,0.08333333333333333,"[24, 25, 31, 20, 33, 16, 33, 31]","[41, 37, 23, 16, 29, 7, 21, 21]","[5, 20, 2, 41, 35, 1, 25, 36]","[33, 14, 30, 26, 31, 28, 35, 24]","[15, 4, 5, 43, 16, 21, 10, 42]"
191,0.75,0.5000000000000001,0.125,"[35, 15, 14, 19, 37, 18, 13, 24]","[17, 43, 22, 16, 5, 36, 27, 20]","[9, 41, 50, 2, 7, 13, 14, 50]","[11, 6, 40, 25, 18, 10, 44, 26]","[32, 18, 27, 30, 23, 20, 41, 41]"
192,0.7708333333333334,0.49999999999999994,0.22916666666666666,"[40, 33, 31, 12, 27, 24, 35, 13]","[25, 50, 10, 37, 0, 35, 4, 49]","[8, 7, 20, 45, 13, 7, 42, 48]","[37, 28, 18, 16, 30, 24, 30, 20]","[27, 15, 18, 27, 25, 31, 45, 12]"
193,0.7083333333333334,0.4999999999999999,0.1875,"[24, 18, 20, 24, 18, 17, 48, 39]","[18, 22, 24, 26, 26, 28, 35, 23]","[41, 35, 22, 23, 29, 33, 33, 10]","[40, 33, 23, 41, 46, 44, 50, 46]","[25, 25, 4, 20, 18, 35, 39, 10]"
194,0.75,0.5000000000000001,0.22916666666666666,"[26, 25, 36, 28, 47, 27, 8, 50]","[7, 16, 39, 40, 27, 26, 28, 17]","[40, 29, 14, 22, 44, 40, 21, 45]","[31, 39, 30, 15, 20, 19, 40, 25]","[17, 7, 36, 40, 24, 39, 40, 16]"
195,0.75,0.49999999999999994,0.16666666666666666,"[28, 37, 25, 13, 24, 18, 39, 21]","[11, 18, 37, 7, 44, 14, 47, 49]","[36, 24, 30, 0, 15, 50, 39, 35]","[39, 40, 17, 23, 33, 24, 31, 23]","[31, 30, 29, 29, 20, 32, 36, 36]"
196,0.75,0.5,0.125,"[23, 7, 42, 8, 16, 14, 34, 23]","[49, 30, 34, 14, 24, 8, 21, 18]","[41, 20, 28, 27, 44, 26, 37, 30]","[3, 9, 29, 21, 1, 44, 17, 48]","[11, 19, 45, 8, 40, 27, 37, 16]"
197,0.7916666666666666,0.5,0.20833333333333334,"[24, 37, 16, 18, 35, 11, 24, 14]","[14, 17, 19, 43, 29, 18, 24, 12]","[41, 20, 28, 27, 44, 26, 36, 30]","[24, 34, 6, 9, 29, 15, 10, 17]","[39, 23, 10, 33, 35, 18, 8, 35]"
198,0.7916666666666666,0.5,0.16666666666666666,"[40, 31, 21, 20, 32, 31, 42, 40]","[0, 32, 41, 43, 34, 14, 23, 34]","[12, 3, 16, 43, 30, 25, 31, 35]","[25, 17, 25, 25, 27, 12, 33, 29]","[28, 24, 11, 17, 7, 12, 26, 18]"
199,0.8541666666666666,0.4999999999999999,0.1875,"[11, 25, 47, 1, 29, 25, 9, 26]","[41, 41, 19, 14, 8, 18, 50, 37]","[31, 31, 18, 4, 8, 11, 24, 2]","[13, 5, 17, 41, 30, 25, 31, 34]","[24, 39, 23, 18, 31, 16, 23, 16]"
